Time,X,Y,Z
0.0,3.0,3.0,3.0
0.01,3.042760679455133,3.929348749148605,3.0440696432478833
0.02,3.1664005102219326,4.874285207508589,3.1188927439941208
0.03,3.3660994813669918,5.858268610337412,3.230437644432441
0.04,3.639504999412645,6.902769207747202,3.3874829164170097
0.05,3.9863479682321206,8.027662886721235,3.6019203821296237
0.060000000000000005,4.408118118197949,9.251374203572036,3.889272853852928
0.07,4.90776839241084,10.590719905802523,4.269397834239152
0.08,5.489415372112429,12.06037756869259,4.767346164150536
0.09,6.157997417540882,13.671871478313854,5.414323744896138
0.09999999999999999,6.918844317828377,15.431933821984828,6.248658877559313
0.10999999999999999,7.777102202980562,17.340071808468466,7.316598260943727
0.11999999999999998,8.736946767136804,19.385167563303813,8.672630560211577
0.12999999999999998,9.800509999394377,21.540988799226966,10.378860102660886
0.13999999999999999,10.966447518921504,23.760645257569465,12.502730827163434
0.15,12.228097128623268,25.970360012570996,15.112172248789504
0.16,13.571242056223936,28.063512798493804,18.267110452143925
0.17,14.97161619689878,29.896788349447252,22.00646373643429
0.18000000000000002,16.39249054234193,31.291314054458628,26.330537466782683
0.19000000000000003,17.782952616090444,32.04248661462216,31.180477150017357
0.20000000000000004,19.077771307957477,31.941939000274242,36.419205943752935
0.21000000000000005,20.19988039989311,30.812687455017787,41.82139798390663
0.22000000000000006,21.066293653976384,28.553261616802985,47.08170245573483
0.23000000000000007,21.59748966410919,25.17960388642439,51.84800075874483
0.24000000000000007,21.729014786425985,20.848389849940034,55.77830442189251
0.25000000000000006,21.42270017396387,15.84722769693413,58.60803633526723
0.26000000000000006,20.67425679626695,10.548308228678259,60.20550547129562
0.2700000000000001,19.514732066743292,5.3381467701948715,60.59475971979195
0.2800000000000001,18.00527647593864,0.5473210259960739,59.93803072812566
0.2900000000000001,16.22693101134678,-3.5970488766362756,58.48722667493479
0.3000000000000001,14.268541830751762,-6.985611191661441,56.52474305868925
0.3100000000000001,12.215882021763097,-9.612085768390633,54.313143897726306
0.3200000000000001,10.14393869229928,-11.54247565648365,52.06433231755825
0.3300000000000001,8.112899108152018,-12.88159889337496,49.92879660538274
0.34000000000000014,6.167298266878345,-13.745696503055658,47.999358662699784
0.35000000000000014,4.337305599382831,-14.24433984506458,46.32237963002041
0.36000000000000015,2.6411224866460867,-14.471009271337945,44.910840054729576
0.37000000000000016,1.0877047407800289,-14.500023046423147,43.756045225324385
0.38000000000000017,-0.3206780255298112,-14.387322810360672,42.83666793007927
0.3900000000000002,-1.586285668518741,-14.173155769848375,42.12505009803487
0.4000000000000002,-2.714225092727009,-13.885374308737873,41.59124069298672
0.4100000000000002,-3.711218643533142,-13.542638712030177,41.20538985060592
0.4200000000000002,-4.584756177291391,-13.157191756001342,40.93905818105702
0.4300000000000002,-5.342551103060012,-12.737098714951081,40.76586868686328
0.4400000000000002,-5.992224213270443,-12.287961371604137,40.661794680463125
0.45000000000000023,-6.541149438544778,-11.814163938311749,40.60526704234163
0.46000000000000024,-6.996407739008875,-11.319723615112663,40.577203649203135
0.47000000000000025,-7.3648068520676615,-10.808817882507412,40.56100962382401
0.48000000000000026,-7.65293472925107,-10.286054733398215,40.542563596505865
0.49000000000000027,-7.867223103806012,-9.756545446819207,40.51018698338447
0.5000000000000002,-8.014004888929557,-9.225833577738575,40.454585861738096
0.5100000000000002,-8.099555197750776,-8.699728435427705,40.36875475426576
0.5200000000000002,-8.130110825209774,-8.18408579933059,40.24783564105263
0.5300000000000002,-8.11186709436407,-7.68457241191693,40.088931487248736
0.5400000000000003,-8.050954059958482,-7.206443683750484,39.89087970720884
0.5500000000000003,-7.953396193496772,-6.754356241797809,39.65399600167594
0.5600000000000003,-7.825060891425552,-6.332228950481776,39.37980215373522
0.5700000000000003,-7.671601545543247,-5.943158478787078,39.07075240524988
0.5800000000000003,-7.498400635840162,-5.5893889834458035,38.729972131455256
0.5900000000000003,-7.310517529168956,-5.272330466151933,38.36102014951623
0.6000000000000003,-7.11264458379342,-4.992617042219327,37.9676827383066
0.6100000000000003,-6.909073950906869,-4.75019468988392,37.553803913416324
0.6200000000000003,-6.703676281373148,-4.5444278038755925,37.12315319394186
0.6300000000000003,-6.499891500482215,-4.374214709161902,36.67932935943922
0.6400000000000003,-6.300730973096126,-4.238103818847436,36.225696701707186
0.6500000000000004,-6.108789773904296,-4.134403988102996,35.76534905548266
0.6600000000000004,-5.926267398399853,-4.06128453434087,35.30109636676991
0.6700000000000004,-5.754995073395248,-4.01686215736819,34.83546858747553
0.6800000000000004,-5.596467812832925,-3.9992734796619245,34.3707321077819
0.6900000000000004,-5.451879472499056,-4.006733084036578,33.90891459737721
0.7000000000000004,-5.32215924487974,-4.037577753485665,33.4518348917737
0.7100000000000004,-5.208008267033284,-4.090298148735964,33.001135331154664
0.7200000000000004,-5.109935261331826,-4.1635594431238125,32.558314669726734
0.7300000000000004,-5.028290370041127,-4.256212527033437,32.12476028508767
0.7400000000000004,-4.9632965655985535,-4.367297347846007,31.701778913526013
0.7500000000000004,-4.915078210510513,-4.496039811515555,31.29062551790473
0.7600000000000005,-4.883686499905074,-4.641843474986853,30.89253016894778
0.7700000000000005,-4.869121645089357,-4.804277032247499,30.50872300231658
0.7800000000000005,-4.871351749320183,-4.983058360482384,30.140457418186887
0.7900000000000005,-4.890328390093299,-5.178035659745984,29.789031731534806
0.8000000000000005,-4.925998958999247,-5.389165998117615,29.455809472130962
0.8100000000000005,-4.978315824273472,-5.616491369486517,29.14223848248426
0.8200000000000005,-5.047242376299034,-5.860112186044673,28.84986887571154
0.8300000000000005,-5.132755996122304,-6.120157964679093,28.580369796629707
0.8400000000000005,-5.234847955038814,-6.3967548285936,28.335544778810604
0.8500000000000005,-5.353520213017203,-6.689989336905357,28.117345306458333
0.8600000000000005,-5.488779038841145,-6.999868082262208,27.92788197007283
0.8700000000000006,-5.640625329457901,-7.326272469589417,27.769432345985642
0.8800000000000006,-5.809041464930738,-7.668908121894464,27.64444443003221
0.8900000000000006,-5.993974504455279,-8.027248470471301,27.555534115612915
0.9000000000000006,-6.195315515388584,-8.40047230095254,27.505474831936347
0.9100000000000006,-6.41287484019183,-8.787395372695714,27.497177063019283
0.9200000000000006,-6.646353156669961,-9.186396740232341,27.53365507735598
0.9300000000000006,-6.895308288076952,-9.595341116645436,27.617977853340843
0.9400000000000006,-7.159117886554098,-10.011499561011572,27.75320094839708
0.9500000000000006,-7.436938362013007,-10.431471965328459,27.942276016948178
0.9600000000000006,-7.727660774388584,-10.851116257483694,28.187934947609296
0.9700000000000006,-8.029864862254684,-11.265490883768742,28.492546302602197
0.9800000000000006,-8.341772949767272,-11.668818886839977,28.857943058995716
0.9900000000000007,-8.661206148412944,-12.054483573170307,29.28522272712262
1.0000000000000007,-8.985546021824133,-12.415067090763584,29.7745238776978
1.0100000000000007,-9.311705655303037,-12.742443830946296,30.324786984642596
1.0200000000000007,-9.636114776969624,-13.027939953526133,30.933512178723714
1.0300000000000007,-9.954724087539857,-13.262567994414786,31.596531685352687
1.0400000000000007,-10.263034109474766,-13.437340979223743,32.30781978927211
1.0500000000000007,-10.55615348199558,-13.543663455708023,33.05936722960469
1.0600000000000007,-10.828890531307223,-13.573787461830602,33.84114882685881
1.0700000000000007,-11.075880008472815,-13.521310304779334,34.64121162122341
1.0800000000000007,-11.291744083865547,-13.381679451893131,35.44590476745701
1.0900000000000007,-11.471283142496091,-13.152659793968835,36.240261328343166
1.1000000000000008,-11.609687953306185,-12.834712425016907,37.0085263005046
1.1100000000000008,-11.70276089250245,-12.43123423140335,37.73480625766506
1.1200000000000008,-11.747130730214382,-11.948615634387425,38.403796683747146
1.1300000000000008,-11.74044371630703,-11.396090042218388,39.00152700877556
1.1400000000000008,-11.68151388019079,-10.785371372558469,39.51605425113123
1.1500000000000008,-11.570417867811555,-10.13010201987782,39.938036792118474
1.1600000000000008,-11.408524159069309,-9.44515826107718,40.26113110703967
1.1700000000000008,-11.19845260066961,-8.745878568921839,40.482174857192064
1.1800000000000008,-10.943966973661537,-8.047288999009034,40.60114604697939
1.1900000000000008,-10.649809753945696,-7.363397201446563,40.62091508521935
1.2000000000000008,-10.32149335014526,-6.706613645612301,40.54682961641604
1.2100000000000009,-9.965065227152179,-6.087338432830765,40.38618715353391
1.2200000000000009,-9.586865162487443,-5.513728894268543,40.14765610783988
1.2300000000000009,-9.193291576908663,-4.991641332678969,39.840702212334776
1.2400000000000009,-8.79059090895521,-4.524723084682351,39.47506674142907
