Efisiensi,Kecepatan_RPM,Arus_Stator_A,Arus_Rotor_A,Kelas
0.831137836353361,1466.35168480848,7.29687089584602,5.99820001764018,1
0.857715665466406,1456.52737831328,9.62513323613132,7.80282007630779,1
0.853211966201516,1465.07517407808,7.55480009032806,6.10979682743044,1
0.882462189004487,1463.94463549264,8.39302276047151,6.66831179255362,0
0.854908932407118,1459.06948740258,10.3306081056469,8.27009516684411,0
0.847599160499125,1458.03109155176,9.38210189251145,7.65450779159733,1
0.856565485027765,1457.19713994548,10.0825050682775,8.08849303654702,1
0.847408067581703,1458.34441965638,10.2258560527769,8.21680529834453,0
0.890164764314852,1464.92482093402,8.23044343058644,6.52916499133662,0
0.811943751931545,1456.35319281177,10.646958788984,8.50139903832713,0
0.871785707950404,1459.24145183637,8.86681896913163,7.14415262621871,1
0.777747169334435,1451.52747998161,9.73480365212992,8.12061855280194,2
0.845196774072764,1458.00172089444,9.92976213349715,8.09698519033633,1
0.851594182656161,1467.4637563592,7.77503248593702,6.31275058575424,1
0.765896170914133,1443.41570512991,10.6342689481068,8.87369072033126,2
0.882586329523047,1469.47708589857,7.23270566146666,5.77342894580176,0
0.797137043965291,1456.75408016857,8.95470875300609,7.57646598867123,2
0.82980290519662,1466.85048587674,7.25135571402198,5.84540698284832,1
0.845702195473944,1456.96730032567,9.7808913895108,7.96917315337797,1
0.788190714840209,1445.46411093931,11.454262089305,9.64084236608722,2
0.853262794624579,1459.31411110592,9.06436940903908,7.26373004982861,1
0.888276446508482,1465.62395593143,8.25830092205687,6.59889747629659,0
0.742037635773862,1446.16780013688,11.6562587800835,9.7539341638496,2
0.846803628792446,1468.98118204055,7.07498253718803,5.71177625994052,1
0.869581224801891,1459.81508819733,9.68543003317032,7.76862361856358,0
0.85180357906178,1459.34222711768,9.82756504032053,7.81840595135642,0
0.89183222797129,1468.41094845663,7.45027564002673,5.95449178132411,0
0.866496220037077,1459.74055667572,9.56333514439763,7.64303850176777,0
0.885633434810085,1469.11171137375,7.16307089849979,5.71161432328033,0
0.822827117804128,1448.631042026,9.95690197064909,8.3436276877058,2
0.768615372828193,1448.17967560955,10.1271205593499,8.15747446057284,2
0.768283052740038,1444.37311181178,11.5619493243934,9.3454368373622,2
0.76384960314544,1449.64683707067,10.1917552023202,8.49098503158514,2
0.856712490325604,1458.25749052015,9.76518950532157,7.80038240846846,0
0.874970597114032,1462.56957724079,9.22031337045433,7.41542145471515,0
0.767140755869492,1440.16068976465,12.6058458405465,10.9663391233062,2
0.74016880868761,1442.79281050088,12.6292932413968,10.4742478955743,2
0.844665593762314,1464.30849895609,8.32400560458415,6.77144496517429,1
0.863212027499554,1464.81212022709,8.1154586442117,6.69443542872341,1
0.864256745346424,1461.00204730812,9.79665250148201,7.9136753002893,0
0.893139438658737,1465.69776783897,8.39315601361319,6.71599404764738,0
0.895748657508179,1465.50253323038,8.35697103071297,6.67505457221248,0
0.884086858603957,1469.18777987575,7.34080143126273,5.8709301129377,0
0.818027582084838,1450.20499769198,9.92488864469554,8.59224117930797,2
0.84188536526812,1468.25117969791,7.44770904243609,6.10139871156528,1
0.83204856507433,1452.29396215359,11.0382001411024,9.22057830172628,1
0.752954156567571,1444.46470683394,11.129652777876,9.4111768966418,2
0.82407200820969,1455.69881790226,10.5531731177622,8.44647297537135,0
0.808522222091457,1453.40961037451,10.7817449860444,8.7785912887182,1
0.885546838935134,1467.49711708508,7.83616007978364,6.24051812849916,0
0.871712119738502,1461.58365272795,9.43436843999384,7.53175097802175,0
0.842518525060794,1464.3130197208,7.85236918454555,6.3328599762851,1
0.84361088632533,1462.86318818909,8.04219461259302,6.58616279443068,1
0.79144834415003,1440.07042656319,11.7378017753313,9.48066848814041,2
0.86176826404546,1463.23838593859,8.2499041983136,6.6375665508775,1
0.837274665720545,1457.807162296,10.356734297967,8.25134630922567,0
0.7700078429256,1453.16263655594,9.54772551868056,7.70908429795087,2
0.850780452876919,1458.45892582767,9.95900373297946,7.95737353222528,0
0.806542206878124,1454.68810868251,10.9874780672179,8.81979731146814,0
0.833744586576475,1468.9685808719,7.17052483036883,5.904524809136,1
0.885483194694704,1466.09032816763,8.63388935071644,6.94043619863573,0
0.883530522428009,1465.99513076515,8.32635025184536,6.66122889319445,0
0.860603260583512,1462.57827801131,8.67131891545678,7.10974348974356,1
0.877844896688008,1463.63650831983,8.77075406561408,6.97527800037389,0
0.857542085048613,1464.69974874773,7.94590394484757,6.50748934522045,1
0.769308921033659,1441.00050253515,12.0396199798369,10.171575956177,2
0.817331708887446,1453.44678408712,8.47047668372497,7.15202899405748,2
0.780658636198276,1442.88112622738,11.4167030170745,9.57818318777431,2
0.764804812337554,1451.14615208171,9.66456991687104,7.74693915749182,2
0.871578803487202,1461.61485007927,9.16108371994036,7.31018657077613,0
0.800587212291694,1449.64950734679,10.1137234379881,8.26691837498567,2
0.876048314348409,1463.18320411181,9.19449716118469,7.37755166980079,0
0.858383145579425,1472.05642928296,6.66216318682953,5.33968642207405,0
0.786548794013707,1451.20477466823,11.5982477658469,9.62169466332004,1
0.841313257549782,1454.60651072342,10.4088143024057,8.43898060692508,1
0.888635940626647,1463.52784870402,8.92223623164487,7.15149722713504,0
0.871254228302231,1459.48890352867,9.57745901984817,7.61895399863832,0
0.755377131887379,1438.77261277941,12.2656571611565,10.4891641134523,2
0.783811434357633,1440.4976730975,11.8246288333911,9.7237117643733,2
0.85220757418344,1467.20674736375,7.39508229621228,6.01788254007009,1
0.891577012614435,1464.89376780667,8.25201171376655,6.56449852161281,0
0.821738217035423,1449.37717682276,10.2970176246703,8.63230194068026,2
0.801964710729062,1442.85959135135,11.1607397424574,9.12740540886064,2
0.846762551366327,1462.67141618646,8.65012888752763,7.14478614897736,1
0.780207011349659,1449.55795941536,10.6087535460048,8.5884759579278,2
0.830756207860445,1454.66415446326,10.3956700472445,8.4311236655561,1
0.897201222703161,1466.10078995025,8.05436364600935,6.41427741868284,0
0.89347265375918,1465.60251637296,8.44096205657917,6.79269818152862,0
0.887299695169381,1468.48582380671,7.70243569905329,6.17560832490822,0
0.802919032947152,1450.68109028166,10.776661152562,8.82595118225462,1
0.854888504021499,1460.5357033775,9.08091711593902,7.51743809398868,1
0.744883405992053,1439.58295998554,11.0646769959862,8.95003112483936,2
0.775732524758195,1462.58212715614,7.47321467965075,5.98493619774295,2
0.893586041902082,1467.5253220082,7.51910803144386,5.97990298663501,0
0.71809944821057,1436.67793221321,12.0615433036987,10.0352978221638,2
0.812766894635039,1445.58035842381,10.9281188608116,9.15299469710287,2
0.884795929822161,1468.25220981802,7.61339979004441,6.06468066144821,0
0.845670043959635,1457.1497000782,10.1117205681328,8.06862895238343,0
0.889044074422323,1469.53399286407,7.09741525326792,5.63991810376994,0
0.822479938027493,1455.90858712885,10.8805711397125,8.79273964693182,0
0.72578469015649,1436.55564715599,12.1356522229997,9.96148331495024,2
0.739753837560779,1445.93052931539,11.2972879424748,9.19537393302226,2
0.836814946573721,1454.76245941347,10.0446710114389,8.04526720538812,1
0.813191069606045,1449.21850195406,9.62631987821315,7.85284301032552,2
0.775670158603687,1455.8564001573,9.45816257678812,8.14816031267974,2
0.804627092461016,1447.84131319599,10.3117483079505,8.83973959347564,2
0.764710510054929,1460.03880250263,8.85418508849481,7.20141996414058,2
0.825276855846132,1455.87714500983,10.7070566204833,8.58092209402388,0
0.815568697703832,1455.91680568772,8.86671135762316,7.48814409568744,2
0.835930341009416,1457.52481643078,10.3281382306256,8.25368135679974,0
0.784594922890134,1461.86956202542,7.92304009263171,6.58205351934628,2
0.797913566799264,1448.49441562312,11.5144299506534,9.47929767873859,1
0.841317083037146,1466.13968073085,7.83931840518687,6.40593538364381,1
0.831880962325526,1455.93915176542,10.7619589187819,8.64203962867901,0
0.785600084127707,1451.56385922496,10.5174181390973,9.04168784469568,2
0.753573469598598,1460.37479699636,8.19988219809257,7.08175674731221,2
0.772609978657013,1444.43563112002,11.4843513876712,9.49312863440377,2
0.892617842159173,1465.27064504396,8.51575247241233,6.81942106121532,0
0.769893533491172,1450.28807105682,10.3763133591621,8.3253961368139,2
0.78583485657748,1450.45059335226,10.9183000109702,8.74320951969825,2
0.8697551416062,1460.60292246243,9.62191057837475,7.72599043635243,0
0.874231769120783,1471.66470456563,7.05852845987075,5.65578902000499,0
0.857247158733741,1459.40522990373,9.57842730146665,7.63651390448603,0
0.879255740927356,1460.01176267022,9.67852339818268,7.80429997392506,0
0.858359562197424,1458.58480718893,9.66311927609869,7.66964260863879,0
0.81167395182043,1443.42850827431,10.743370153277,8.99400168849144,2
0.762891202061071,1455.13604165852,8.7505537989283,7.10997347723151,2
0.856657581403673,1465.8131358857,8.17145334052088,6.65690955741684,1
0.858231776424199,1458.181233489,9.31568230387586,7.54200216405763,1
0.871627956469508,1470.36325631061,6.89374480046942,5.4812802807756,0
0.831591017157449,1454.33571386061,10.6887658979669,8.73361655200734,1
0.896772728202406,1465.36789929792,8.34477860418105,6.67942830870133,0
0.853820000150414,1456.17835754908,9.58318014005051,7.81326338974246,1
0.882824866328725,1463.45334765691,8.61342686300159,6.88093668804407,0
0.87752039927573,1462.98878311293,9.05267403008978,7.25129656148636,0
0.79289577286739,1455.98393892786,8.68573988579838,7.54739823018305,2
0.865101451223449,1460.03968832673,8.67560673216758,6.95486480528355,1
0.86266519221723,1464.15129471392,8.37999683755846,6.82707348768916,1
0.779666631951351,1461.37432422454,8.00556361710097,6.40699330972553,2
0.818411887558527,1467.69002237981,6.93053983674779,5.60844306410187,1
0.872552873390083,1462.3344132843,8.91657668703739,7.10589984015464,0
0.832868097810919,1455.5881107672,10.2427581085707,8.27456914259676,1
0.852993784816935,1464.02798729588,8.38245912999778,6.76963480266872,1
0.829305410555413,1451.4046589948,10.6327746451104,8.54001728164563,1
0.855156374952806,1461.10872227467,8.822880277024,7.06615690506551,1
0.889572943891246,1468.04415436338,7.7789994481388,6.19455019644081,0
